interaction_id,chain_id,protein_name,organism,num_residues
4269,8uxx_P,"Actin, alpha skeletal muscle",Gallus gallus,377
4269,8uxx_R,"Actin, alpha skeletal muscle",Gallus gallus,377
427,8iah_B,"Actin, cytoplasmic 1",Sus scrofa,375
427,8iah_D,"Actin, cytoplasmic 1",Sus scrofa,375
4272,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4272,6vec_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4273,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4273,6vec_G,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4274,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4274,6vec_c,Epididymis secretory protein Li 37,Homo sapiens,422
4275,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4275,6vec_g,Epididymis secretory protein Li 37,Homo sapiens,422
4278,8zbn_D,"Actin, alpha cardiac muscle 1",Mus musculus,370
4278,8zbn_J,"Actin, alpha cardiac muscle 1",Mus musculus,370
4279,8zbn_J,"Actin, alpha cardiac muscle 1",Mus musculus,370
4279,8zbn_U,Tropomyosin alpha-1 chain,Mus musculus,178
428,8iah_B,"Actin, cytoplasmic 1",Sus scrofa,375
428,8iah_N,Spectrin beta chain,Sus scrofa,2148
4280,8zbn_C,Myosin-6,Mus musculus,772
4280,8zbn_J,"Actin, alpha cardiac muscle 1",Mus musculus,370
4281,8p94_A,Actin-related protein 3,Homo sapiens,418
4281,8p94_Q,"Actin, cytoplasmic 1",Sus scrofa,375
4284,8p94_Q,"Actin, cytoplasmic 1",Sus scrofa,375
4284,8p94_R,"Actin, cytoplasmic 1",Sus scrofa,375
4285,8p94_Q,"Actin, cytoplasmic 1",Sus scrofa,375
4285,8p94_S,"Actin, cytoplasmic 1",Sus scrofa,375
4288,8dd0_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4288,8dd0_L,Tropomyosin alpha-1 chain,Sus scrofa,284
4289,5yu8_C,"Actin, alpha skeletal muscle",Gallus gallus,375
4289,5yu8_J,Cofilin-2,Gallus gallus,166
429,8iah_B,"Actin, cytoplasmic 1",Sus scrofa,375
429,8iah_Y,Tropomodulin-1,Sus scrofa,359
4290,5yu8_C,"Actin, alpha skeletal muscle",Gallus gallus,375
4290,5yu8_H,Cofilin-2,Gallus gallus,166
4294,5yu8_A,"Actin, alpha skeletal muscle",Gallus gallus,375
4294,5yu8_C,"Actin, alpha skeletal muscle",Gallus gallus,375
4295,8uxx_A,Actin-related protein 3,Schizosaccharomyces pombe,427
4295,8uxx_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4296,8uxx_C,Actin-related protein 2/3 complex subunit 1,Schizosaccharomyces pombe,377
4296,8uxx_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4297,8uxx_D,Actin-related protein 2/3 complex subunit 2,Schizosaccharomyces pombe,317
4297,8uxx_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4298,8uxx_E,Actin-related protein 2/3 complex subunit 3,Schizosaccharomyces pombe,174
4298,8uxx_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4301,8uxx_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4301,8uxx_P,"Actin, alpha skeletal muscle",Gallus gallus,377
4302,8uxx_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4302,8uxx_Q,"Actin, alpha skeletal muscle",Gallus gallus,377
4304,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4304,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4305,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4305,6vec_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4306,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4306,6vec_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4307,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4307,6vec_b,Epididymis secretory protein Li 37,Homo sapiens,422
4308,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4308,6vec_c,Epididymis secretory protein Li 37,Homo sapiens,422
4310,8zbn_I,"Actin, alpha cardiac muscle 1",Mus musculus,370
4310,8zbn_J,"Actin, alpha cardiac muscle 1",Mus musculus,370
4311,8zbn_D,"Actin, alpha cardiac muscle 1",Mus musculus,370
4311,8zbn_I,"Actin, alpha cardiac muscle 1",Mus musculus,370
4312,8zbn_I,"Actin, alpha cardiac muscle 1",Mus musculus,370
4312,8zbn_M,"Actin, alpha cardiac muscle 1",Mus musculus,370
4313,8zbn_I,"Actin, alpha cardiac muscle 1",Mus musculus,370
4313,8zbn_R,Tropomyosin alpha-1 chain,Mus musculus,178
4314,8zbn_H,Myosin-6,Mus musculus,772
4314,8zbn_I,"Actin, alpha cardiac muscle 1",Mus musculus,370
4315,8zbn_I,"Actin, alpha cardiac muscle 1",Mus musculus,370
4315,8zbn_L,Myosin-6,Mus musculus,772
4316,8p94_A,Actin-related protein 3,Homo sapiens,418
4316,8p94_P,"Actin, cytoplasmic 1",Sus scrofa,375
4317,8p94_C,Actin-related protein 2/3 complex subunit 1B,Homo sapiens,372
4317,8p94_P,"Actin, cytoplasmic 1",Sus scrofa,375
4318,8p94_D,Actin-related protein 2/3 complex subunit 2,Homo sapiens,300
4318,8p94_P,"Actin, cytoplasmic 1",Sus scrofa,375
4319,8p94_E,Actin-related protein 2/3 complex subunit 3,Homo sapiens,178
4319,8p94_P,"Actin, cytoplasmic 1",Sus scrofa,375
432,9gob_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,374
432,9gob_F,Inositol-trisphosphate 3-kinase A,Rattus norvegicus,43
4322,8p94_P,"Actin, cytoplasmic 1",Sus scrofa,375
4322,8p94_Q,"Actin, cytoplasmic 1",Sus scrofa,375
4323,8p94_P,"Actin, cytoplasmic 1",Sus scrofa,375
4323,8p94_R,"Actin, cytoplasmic 1",Sus scrofa,375
4326,8dd0_E,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4326,8dd0_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4327,8dd0_E,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4327,8dd0_G,Tropomyosin alpha-1 chain,Sus scrofa,284
4328,5yu8_B,"Actin, alpha skeletal muscle",Gallus gallus,375
4328,5yu8_I,Cofilin-2,Gallus gallus,166
433,9gob_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,374
433,9gob_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,374
4330,5yu8_B,"Actin, alpha skeletal muscle",Gallus gallus,375
4330,5yu8_C,"Actin, alpha skeletal muscle",Gallus gallus,375
4331,5yu8_A,"Actin, alpha skeletal muscle",Gallus gallus,375
4331,5yu8_B,"Actin, alpha skeletal muscle",Gallus gallus,375
4333,8uxx_N,"Actin, alpha skeletal muscle",Gallus gallus,377
4333,8uxx_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4334,8uxx_N,"Actin, alpha skeletal muscle",Gallus gallus,377
4334,8uxx_P,"Actin, alpha skeletal muscle",Gallus gallus,377
4335,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4335,6vec_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4336,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4336,6vec_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4337,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4337,6vec_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4338,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4338,6vec_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4339,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4339,6vec_a,Epididymis secretory protein Li 37,Homo sapiens,422
4340,6vec_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4340,6vec_e,Epididymis secretory protein Li 37,Homo sapiens,422
4341,8zbn_B,"Actin, alpha cardiac muscle 1",Mus musculus,370
4341,8zbn_I,"Actin, alpha cardiac muscle 1",Mus musculus,370
4342,8zbn_B,"Actin, alpha cardiac muscle 1",Mus musculus,370
4342,8zbn_J,"Actin, alpha cardiac muscle 1",Mus musculus,370
4343,8zbn_B,"Actin, alpha cardiac muscle 1",Mus musculus,370
4343,8zbn_K,"Actin, alpha cardiac muscle 1",Mus musculus,370
4344,8zbn_B,"Actin, alpha cardiac muscle 1",Mus musculus,370
4344,8zbn_M,"Actin, alpha cardiac muscle 1",Mus musculus,370
4345,8zbn_B,"Actin, alpha cardiac muscle 1",Mus musculus,370
4345,8zbn_S,Tropomyosin alpha-1 chain,Mus musculus,178
4346,8zbn_A,Myosin-6,Mus musculus,772
4346,8zbn_B,"Actin, alpha cardiac muscle 1",Mus musculus,370
4347,8zbn_B,"Actin, alpha cardiac muscle 1",Mus musculus,370
4347,8zbn_C,Myosin-6,Mus musculus,772
4349,8p94_O,"Actin, cytoplasmic 1",Sus scrofa,375
4349,8p94_P,"Actin, cytoplasmic 1",Sus scrofa,375
4350,8p94_O,"Actin, cytoplasmic 1",Sus scrofa,375
4350,8p94_Q,"Actin, cytoplasmic 1",Sus scrofa,375
4353,8dd0_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4353,8dd0_E,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4354,8dd0_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4354,8dd0_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4355,8dd0_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4355,8dd0_L,Tropomyosin alpha-1 chain,Sus scrofa,284
4356,8dd0_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4356,8dd0_O,Tropomyosin alpha-1 chain,Sus scrofa,284
4357,8dd0_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4357,8dd0_P,"Troponin T2, cardiac type",Sus scrofa,295
4358,5yu8_E,"Actin, alpha skeletal muscle",Gallus gallus,375
4358,5yu8_J,Cofilin-2,Gallus gallus,166
4360,5yu8_C,"Actin, alpha skeletal muscle",Gallus gallus,375
4360,5yu8_E,"Actin, alpha skeletal muscle",Gallus gallus,375
4361,8uxx_E,Actin-related protein 2/3 complex subunit 3,Schizosaccharomyces pombe,174
4361,8uxx_M,"Actin, alpha skeletal muscle",Gallus gallus,377
4362,8uxx_M,"Actin, alpha skeletal muscle",Gallus gallus,377
4362,8uxx_N,"Actin, alpha skeletal muscle",Gallus gallus,377
4363,8uxx_M,"Actin, alpha skeletal muscle",Gallus gallus,377
4363,8uxx_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4368,8p94_E,Actin-related protein 2/3 complex subunit 3,Homo sapiens,178
4368,8p94_N,"Actin, cytoplasmic 1",Sus scrofa,375
4369,8p94_N,"Actin, cytoplasmic 1",Sus scrofa,375
4369,8p94_O,"Actin, cytoplasmic 1",Sus scrofa,375
4370,8p94_N,"Actin, cytoplasmic 1",Sus scrofa,375
4370,8p94_P,"Actin, cytoplasmic 1",Sus scrofa,375
4373,8dd0_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4373,8dd0_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4374,8dd0_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4374,8dd0_E,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4375,8dd0_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4375,8dd0_G,Tropomyosin alpha-1 chain,Sus scrofa,284
4376,8dd0_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4376,8dd0_J,Tropomyosin alpha-1 chain,Sus scrofa,284
4377,8dd0_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4377,8dd0_K,"Troponin T2, cardiac type",Sus scrofa,295
4378,5yu8_D,"Actin, alpha skeletal muscle",Gallus gallus,375
4378,5yu8_I,Cofilin-2,Gallus gallus,166
4379,5yu8_D,"Actin, alpha skeletal muscle",Gallus gallus,375
4379,5yu8_E,"Actin, alpha skeletal muscle",Gallus gallus,375
438,8f8t_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
438,8f8t_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4380,5yu8_B,"Actin, alpha skeletal muscle",Gallus gallus,375
4380,5yu8_D,"Actin, alpha skeletal muscle",Gallus gallus,375
4381,5yu8_C,"Actin, alpha skeletal muscle",Gallus gallus,375
4381,5yu8_D,"Actin, alpha skeletal muscle",Gallus gallus,375
4382,8uxx_B,Actin-related protein 2,Schizosaccharomyces pombe,390
4382,8uxx_I,"Actin, alpha skeletal muscle",Gallus gallus,377
4387,7ad9_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4387,7ad9_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
439,8f8t_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
439,8f8t_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4390,8v30_D,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4390,8v30_E,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4391,8p94_B,Actin-related protein 2,Homo sapiens,394
4391,8p94_K,"Actin, cytoplasmic 1",Sus scrofa,375
4394,8p94_K,"Actin, cytoplasmic 1",Sus scrofa,375
4394,8p94_W,"Actin, cytoplasmic 1",Sus scrofa,375
4396,8dd0_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4396,8dd0_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4397,8dd0_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4397,8dd0_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4398,8dd0_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4398,8dd0_N,Tropomyosin alpha-1 chain,Sus scrofa,284
4399,8dd0_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4399,8dd0_P,"Troponin T2, cardiac type",Sus scrofa,295
44,9ug2_A,Gelsolin,Homo sapiens,348
44,9ug2_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,370
440,6vau_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
440,6vau_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4403,8uxx_A,Actin-related protein 3,Schizosaccharomyces pombe,427
4403,8uxx_H,"Actin, alpha skeletal muscle",Gallus gallus,377
4404,8uxx_B,Actin-related protein 2,Schizosaccharomyces pombe,390
4404,8uxx_H,"Actin, alpha skeletal muscle",Gallus gallus,377
4405,8uxx_H,"Actin, alpha skeletal muscle",Gallus gallus,377
4405,8uxx_I,"Actin, alpha skeletal muscle",Gallus gallus,377
4408,7ad9_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4408,7ad9_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
441,6vau_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
441,6vau_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4411,8v30_C,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4411,8v30_D,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4412,8v30_C,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4412,8v30_E,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4413,8p94_A,Actin-related protein 3,Homo sapiens,418
4413,8p94_J,"Actin, cytoplasmic 1",Sus scrofa,375
4414,8p94_B,Actin-related protein 2,Homo sapiens,394
4414,8p94_J,"Actin, cytoplasmic 1",Sus scrofa,375
4415,8p94_G,Actin-related protein 2/3 complex subunit 5-like protein,Homo sapiens,153
4415,8p94_J,"Actin, cytoplasmic 1",Sus scrofa,375
4417,8p94_I,Src substrate cortactin,Mus musculus,546
4417,8p94_J,"Actin, cytoplasmic 1",Sus scrofa,375
4418,8p94_J,"Actin, cytoplasmic 1",Sus scrofa,375
4418,8p94_K,"Actin, cytoplasmic 1",Sus scrofa,375
4419,8dd0_A,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4419,8dd0_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4420,8dd0_A,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4420,8dd0_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4421,8dd0_A,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4421,8dd0_I,Tropomyosin alpha-1 chain,Sus scrofa,284
4422,8dd0_A,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4422,8dd0_K,"Troponin T2, cardiac type",Sus scrofa,295
4425,8uxw_D,Actin-related protein 2/3 complex subunit 2,Schizosaccharomyces pombe,317
4425,8uxw_R,"Actin, alpha skeletal muscle",Gallus gallus,377
4428,7ad9_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4428,7ad9_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4429,7ad9_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4429,7ad9_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4430,7ad9_F,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4430,7ad9_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4432,8v30_B,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4432,8v30_C,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4433,8v30_B,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4433,8v30_D,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4434,8p94_H,"Actin, cytoplasmic 1",Sus scrofa,375
4434,8p94_I,Src substrate cortactin,Mus musculus,546
4435,8p94_H,"Actin, cytoplasmic 1",Sus scrofa,375
4435,8p94_J,"Actin, cytoplasmic 1",Sus scrofa,375
4436,8p94_H,"Actin, cytoplasmic 1",Sus scrofa,375
4436,8p94_K,"Actin, cytoplasmic 1",Sus scrofa,375
4437,8p94_H,"Actin, cytoplasmic 1",Sus scrofa,375
4437,8p94_U,F-actin-capping protein subunit alpha-1,Mus musculus,286
4438,8p94_H,"Actin, cytoplasmic 1",Sus scrofa,375
4438,8p94_V,Isoform 2 of F-actin-capping protein subunit beta,Mus musculus,272
4439,8p94_H,"Actin, cytoplasmic 1",Sus scrofa,375
4439,8p94_W,"Actin, cytoplasmic 1",Sus scrofa,375
444,8iah_A,"Actin, cytoplasmic 1",Sus scrofa,375
444,8iah_B,"Actin, cytoplasmic 1",Sus scrofa,375
4440,8enc_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4440,8enc_M,Myosin-7,Homo sapiens,1935
4445,8enc_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4445,8enc_O,Tropomyosin alpha-1 chain,Homo sapiens,284
4448,6c1g_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4448,6c1g_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4449,6c1g_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4449,6c1g_P,Unconventional myosin-Ib,Rattus norvegicus,729
445,8iah_A,"Actin, cytoplasmic 1",Sus scrofa,375
445,8iah_C,"Actin, cytoplasmic 1",Sus scrofa,375
4450,8uxw_C,Actin-related protein 2/3 complex subunit 1,Schizosaccharomyces pombe,377
4450,8uxw_Q,"Actin, alpha skeletal muscle",Gallus gallus,377
4451,8uxw_D,Actin-related protein 2/3 complex subunit 2,Schizosaccharomyces pombe,317
4451,8uxw_Q,"Actin, alpha skeletal muscle",Gallus gallus,377
4452,8uxw_F,Actin-related protein 2/3 complex subunit 4,Schizosaccharomyces pombe,168
4452,8uxw_Q,"Actin, alpha skeletal muscle",Gallus gallus,377
4455,8uxw_Q,"Actin, alpha skeletal muscle",Gallus gallus,377
4455,8uxw_R,"Actin, alpha skeletal muscle",Gallus gallus,377
4456,7ad9_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4456,7ad9_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4457,7ad9_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4457,7ad9_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4458,8v30_A,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4458,8v30_B,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4459,8v30_A,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4459,8v30_C,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
446,8iah_A,"Actin, cytoplasmic 1",Sus scrofa,375
446,8iah_M,Spectrin beta chain,Sus scrofa,2148
4464,8enc_E,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4464,8enc_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4467,8uxw_A,Actin-related protein 3,Schizosaccharomyces pombe,427
4467,8uxw_P,"Actin, alpha skeletal muscle",Gallus gallus,377
447,8iah_A,"Actin, cytoplasmic 1",Sus scrofa,375
447,8iah_U,Tropomyosin-1.9,Sus scrofa,248
4470,8uxw_P,"Actin, alpha skeletal muscle",Gallus gallus,377
4470,8uxw_Q,"Actin, alpha skeletal muscle",Gallus gallus,377
4471,8uxw_P,"Actin, alpha skeletal muscle",Gallus gallus,377
4471,8uxw_R,"Actin, alpha skeletal muscle",Gallus gallus,377
4476,8oi6_C,"Actin, cytoplasmic 1",Bos taurus,375
4476,8oi6_D,"Actin, cytoplasmic 1",Bos taurus,375
4478,8enc_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4478,8enc_E,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4479,8enc_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4479,8enc_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
448,8iah_A,"Actin, cytoplasmic 1",Sus scrofa,375
448,8iah_Y,Tropomodulin-1,Sus scrofa,359
4481,6c1g_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4481,6c1g_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4482,6c1g_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4482,6c1g_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4483,6c1g_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4483,6c1g_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4484,8uxw_A,Actin-related protein 3,Schizosaccharomyces pombe,427
4484,8uxw_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4485,8uxw_C,Actin-related protein 2/3 complex subunit 1,Schizosaccharomyces pombe,377
4485,8uxw_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4486,8uxw_D,Actin-related protein 2/3 complex subunit 2,Schizosaccharomyces pombe,317
4486,8uxw_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4487,8uxw_E,Actin-related protein 2/3 complex subunit 3,Schizosaccharomyces pombe,174
4487,8uxw_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4490,8uxw_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4490,8uxw_P,"Actin, alpha skeletal muscle",Gallus gallus,377
4491,8uxw_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4491,8uxw_Q,"Actin, alpha skeletal muscle",Gallus gallus,377
4497,8v2z_D,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4497,8v2z_E,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4499,8oi6_B,"Actin, cytoplasmic 1",Bos taurus,375
4499,8oi6_C,"Actin, cytoplasmic 1",Bos taurus,375
4500,8oi6_B,"Actin, cytoplasmic 1",Bos taurus,375
4500,8oi6_D,"Actin, cytoplasmic 1",Bos taurus,375
4501,8enc_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4501,8enc_E,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4502,8enc_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4502,8enc_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4503,8enc_C,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4503,8enc_P,Tropomyosin alpha-1 chain,Homo sapiens,284
4504,6c1g_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4504,6c1g_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4505,6c1g_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4505,6c1g_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4506,6c1g_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4506,6c1g_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4507,6c1g_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4507,6c1g_P,Unconventional myosin-Ib,Rattus norvegicus,729
4509,8uxw_N,"Actin, alpha skeletal muscle",Gallus gallus,377
4509,8uxw_O,"Actin, alpha skeletal muscle",Gallus gallus,377
451,9gob_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,374
451,9gob_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,374
4510,8uxw_N,"Actin, alpha skeletal muscle",Gallus gallus,377
4510,8uxw_P,"Actin, alpha skeletal muscle",Gallus gallus,377
4513,6u96_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4513,6u96_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4516,8v2z_C,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4516,8v2z_D,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4517,8v2z_C,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4517,8v2z_E,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4518,8oi6_A,"Actin, cytoplasmic 1",Bos taurus,375
4518,8oi6_B,"Actin, cytoplasmic 1",Bos taurus,375
4519,8oi6_A,"Actin, cytoplasmic 1",Bos taurus,375
4519,8oi6_C,"Actin, cytoplasmic 1",Bos taurus,375
4520,8enc_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4520,8enc_M,Myosin-7,Homo sapiens,1935
4521,8enc_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4521,8enc_D,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4522,8enc_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4522,8enc_F,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4523,8enc_B,"Actin, alpha cardiac muscle 1",Sus scrofa,377
4523,8enc_P,Tropomyosin alpha-1 chain,Homo sapiens,284
4524,6c1d_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375
4524,6c1d_P,Unconventional myosin-Ib,Rattus norvegicus,729
4528,8uxw_E,Actin-related protein 2/3 complex subunit 3,Schizosaccharomyces pombe,174
4528,8uxw_M,"Actin, alpha skeletal muscle",Gallus gallus,377
4529,8uxw_M,"Actin, alpha skeletal muscle",Gallus gallus,377
4529,8uxw_N,"Actin, alpha skeletal muscle",Gallus gallus,377
4530,8uxw_M,"Actin, alpha skeletal muscle",Gallus gallus,377
4530,8uxw_O,"Actin, alpha skeletal muscle",Gallus gallus,377
4533,6u96_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4533,6u96_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4534,6u96_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4534,6u96_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377
4536,8v2z_B,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
4536,8v2z_C,"Actin, gamma-enteric smooth muscle",Homo sapiens,376
